Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due,DTIR,LTIR,DTI Score,Credit Score,DPD Score,LTI Score,Employement Type Score,Weigthed Result,Result
LOAN001526,CUST01526,23,Salaried,721752,Ibadan,564,Personal,1651222,8.96,24,74965.48,558935.16,1092286.84,Active,30,10%,229%,1,3,1,3,1,9,Medium Risk
LOAN001527,CUST01527,61,Salaried,1080203,Lagos,555,Personal,1227032,14.68,24,58631.68,814056.45,412975.55,Active,20,5%,114%,1,3,1,2,1,8,Medium Risk
LOAN001528,CUST01528,52,Unemployed,444430,Abuja,547,Education,694076,22.84,36,23683.42,832891.2,0,Closed,0,5%,156%,1,3,1,2,3,0,Loan Closed
LOAN001529,CUST01529,61,Salaried,150571,Ibadan,674,Business,149001,24.34,24,7719.49,86917.64,62083.36,Active,0,5%,99%,1,2,1,1,1,6,Low Risk
LOAN001530,CUST01530,32,Salaried,1116916,Port Harcourt,602,Personal,1516293,5.89,12,133800.22,590376.48,925916.52,Active,10,12%,136%,1,2,1,2,1,7,Low Risk
LOAN001531,CUST01531,31,Salaried,476997,Lagos,610,Education,1247778,17.81,6,245001.21,1054666.86,193111.14,Active,30,51%,262%,3,2,1,3,1,10,Medium Risk
LOAN001532,CUST01532,32,Unemployed,59937,Port Harcourt,586,Emergency,1433269,21.27,18,96562.52,1034797.2,398471.8,Defaulted,139,161%,2391%,3,3,11,3,3,23,High Risk
LOAN001533,CUST01533,61,Salaried,143861,Kano,688,Education,1305673,9.92,18,79733.1,386033.85,919639.15,Delinquent,58,55%,908%,3,2,5,3,1,14,High Risk
LOAN001534,CUST01534,44,Unemployed,479656,Lagos,652,Emergency,1420145,19.73,18,94463.31,1704174,0,Closed,0,20%,296%,1,2,1,3,3,0,Loan Closed
LOAN001535,CUST01535,58,Salaried,917465,Ibadan,733,Personal,1817132,23.02,24,93143.16,1485649.39,331482.61,Active,0,10%,198%,1,1,1,2,1,6,Low Risk
LOAN001536,CUST01536,22,Salaried,991890,Abuja,850,Education,1495984,9.46,6,272917.35,552318.57,943665.43,Active,30,28%,151%,1,1,1,2,1,6,Low Risk
LOAN001537,CUST01537,36,Unemployed,400993,Kano,845,Education,587917,24.11,24,30402.66,476623.51,111293.49,Active,20,8%,147%,1,1,1,2,3,8,Medium Risk
LOAN001538,CUST01538,49,Self-employed,277524,Abuja,850,Business,878178,21.46,12,88886.25,465513.47,412664.53,Defaulted,161,32%,316%,2,1,11,3,2,19,High Risk
LOAN001539,CUST01539,29,Unemployed,1136797,Lagos,716,Personal,1033474,14.58,6,197359.08,1015436.41,18037.59,Active,30,17%,91%,1,1,1,1,3,7,Low Risk
LOAN001540,CUST01540,60,Salaried,556990,Kano,620,Business,827837,13.76,12,78478.95,678997.98,148839.02,Active,0,14%,149%,1,2,1,2,1,7,Low Risk
LOAN001541,CUST01541,39,Self-employed,491306,Port Harcourt,666,Business,141766,16.38,12,13748.94,157382.87,0,Closed,0,3%,29%,1,2,1,1,2,0,Loan Closed
LOAN001542,CUST01542,50,Salaried,784249,Lagos,515,Business,1940714,17.88,24,95321.4,310279.59,1630434.41,Active,20,12%,247%,1,3,1,3,1,9,Medium Risk
LOAN001543,CUST01543,22,Self-employed,435798,Abuja,687,Education,754409,18.16,24,37142.07,523745.64,230663.36,Active,30,9%,173%,1,2,1,2,2,8,Medium Risk
LOAN001544,CUST01544,44,Salaried,1217805,Kano,796,Personal,1197400,24.28,6,248021.45,877722.28,319677.72,Active,0,20%,98%,1,1,1,1,1,5,Low Risk
LOAN001545,CUST01545,61,Self-employed,1347269,Abuja,667,Personal,1568504,23.66,18,107756.22,258284.68,1310219.32,Active,0,8%,116%,1,2,1,2,2,8,Medium Risk
LOAN001546,CUST01546,58,Salaried,849462,Lagos,741,Personal,172510,21.27,36,5811.19,35296.62,137213.38,Active,10,1%,20%,1,1,1,1,1,5,Low Risk
LOAN001547,CUST01547,61,Self-employed,91509,Kano,700,Emergency,1960110,14.53,36,62358.72,1414537.66,545572.34,Active,20,68%,2142%,3,1,1,3,2,10,Medium Risk
LOAN001548,CUST01548,48,Unemployed,993028,Abuja,803,Emergency,548428,18.66,36,18076.8,269187.72,279240.28,Active,30,2%,55%,1,1,1,1,3,7,Low Risk
LOAN001549,CUST01549,42,Self-employed,1175026,Port Harcourt,720,Business,519426,7.89,12,46700.73,551899.16,0,Closed,0,4%,44%,1,1,1,1,2,0,Loan Closed
LOAN001550,CUST01550,63,Self-employed,821915,Kano,719,Business,955417,21.11,12,96425.46,679439.86,275977.14,Active,30,12%,116%,1,1,1,2,2,7,Low Risk
LOAN001551,CUST01551,47,Salaried,893539,Ibadan,752,Emergency,1363865,12.06,24,63681.13,733666.94,630198.06,Active,30,7%,153%,1,1,1,2,1,6,Low Risk
LOAN001552,CUST01552,26,Salaried,864623,Kano,778,Business,758420,11.52,24,35241.25,910104,0,Closed,0,4%,88%,1,1,1,1,1,0,Loan Closed
LOAN001553,CUST01553,53,Salaried,565914,Ibadan,693,Education,450482,16.37,36,14561.83,239259.67,211222.33,Active,30,3%,80%,1,2,1,1,1,6,Low Risk
LOAN001554,CUST01554,37,Salaried,1400565,Kano,718,Emergency,873823,7.83,6,157040.56,316374.2,557448.8,Active,30,11%,62%,1,1,1,1,1,5,Low Risk
LOAN001555,CUST01555,29,Salaried,156715,Ibadan,425,Personal,758172,16.03,12,73308.91,671119.47,87052.53,Active,30,47%,484%,3,3,1,3,1,11,Medium Risk
LOAN001556,CUST01556,43,Salaried,482963,Kano,616,Business,1448786,8.45,36,43644.68,581636.65,867149.35,Delinquent,72,9%,300%,1,2,5,3,1,12,High Risk
LOAN001557,CUST01557,38,Salaried,366005,Kano,504,Personal,1032682,9.91,12,94585.07,681303.77,351378.23,Delinquent,62,26%,282%,1,3,5,3,1,13,High Risk
LOAN001558,CUST01558,39,Salaried,1468071,Lagos,680,Education,187067,6.72,6,33272.98,162129.78,24937.22,Defaulted,96,2%,13%,1,2,11,1,1,16,High Risk
LOAN001559,CUST01559,57,Salaried,798046,Port Harcourt,559,Emergency,365837,24.16,18,25234.62,253056.5,112780.5,Delinquent,54,3%,46%,1,3,5,1,1,11,Medium Risk
LOAN001560,CUST01560,53,Salaried,1046330,Abuja,848,Business,417458,10.79,6,77083.62,444430.85,0,Closed,0,7%,40%,1,1,1,1,1,0,Loan Closed
LOAN001561,CUST01561,62,Salaried,392374,Port Harcourt,576,Business,1166324,23.2,24,59871.3,705546.19,460777.81,Active,30,15%,297%,1,3,1,3,1,9,Medium Risk
LOAN001562,CUST01562,42,Self-employed,287734,Ibadan,607,Emergency,357539,23.18,6,73402.76,320842.02,36696.98,Delinquent,39,26%,124%,1,2,5,2,2,12,High Risk
LOAN001563,CUST01563,54,Salaried,1050089,Abuja,738,Emergency,91846,16.72,18,5955.7,65043.58,26802.42,Defaulted,164,1%,9%,1,1,11,1,1,15,High Risk
LOAN001564,CUST01564,22,Unemployed,91642,Abuja,808,Business,1458786,16.34,18,94286.2,258486.92,1200299.08,Defaulted,137,103%,1592%,3,1,11,3,3,21,High Risk
LOAN001565,CUST01565,30,Salaried,1358688,Port Harcourt,600,Education,875472,23.34,6,179967.86,675692.93,199779.07,Defaulted,175,13%,64%,1,2,11,1,1,16,High Risk
LOAN001566,CUST01566,28,Salaried,224216,Port Harcourt,645,Education,1726290,14.89,36,55092.63,1248504.29,477785.71,Delinquent,57,25%,770%,1,2,5,3,1,12,High Risk
LOAN001567,CUST01567,21,Salaried,452701,Abuja,829,Education,1141424,23.09,6,234163.13,263257.59,878166.41,Active,10,52%,252%,3,1,1,3,1,9,Medium Risk
LOAN001568,CUST01568,60,Salaried,601788,Ibadan,703,Personal,957961,11.75,18,59473.41,730347.25,227613.75,Delinquent,79,10%,159%,1,1,5,2,1,10,Medium Risk
LOAN001569,CUST01569,18,Salaried,748181,Kano,527,Personal,323992,22.44,36,11019.33,335482.35,0,Closed,0,1%,43%,1,3,1,1,1,0,Loan Closed
LOAN001570,CUST01570,62,Salaried,684829,Ibadan,617,Education,1946947,14.4,24,92804.47,1736757.66,210189.34,Active,20,14%,284%,1,2,1,3,1,8,Medium Risk
LOAN001571,CUST01571,44,Self-employed,819222,Port Harcourt,394,Business,1840184,24.87,24,95743.24,1847602.21,0,Closed,0,12%,225%,1,3,1,3,2,0,Loan Closed
LOAN001572,CUST01572,60,Self-employed,776116,Lagos,577,Education,1208430,8.86,18,73083.16,870397.94,338032.06,Active,30,9%,156%,1,3,1,2,2,9,Medium Risk
LOAN001573,CUST01573,41,Self-employed,1117012,Lagos,706,Business,98250,21.22,6,19849.77,86428.45,11821.55,Active,10,2%,9%,1,1,1,1,2,6,Low Risk
LOAN001574,CUST01574,65,Self-employed,1249379,Port Harcourt,564,Personal,1683422,6.75,6,299508.83,905196.6,778225.4,Active,0,24%,135%,1,3,1,2,2,9,Medium Risk
LOAN001575,CUST01575,57,Salaried,377666,Lagos,542,Personal,1877352,24.38,18,129725.02,1345686.64,531665.36,Delinquent,37,34%,497%,2,3,5,3,1,14,High Risk
LOAN001576,CUST01576,23,Salaried,340906,Lagos,605,Personal,1614609,23.53,12,166210.54,1618799.09,0,Closed,0,49%,474%,3,2,1,3,1,0,Loan Closed
LOAN001577,CUST01577,48,Self-employed,958002,Abuja,605,Emergency,538795,9.2,6,98060.69,0,538795,Active,10,10%,56%,1,2,1,1,2,7,Low Risk
LOAN001578,CUST01578,46,Self-employed,1319737,Abuja,454,Personal,1034005,10.76,36,31812.89,453345.9,580659.1,Delinquent,34,2%,78%,1,3,5,1,2,12,High Risk
LOAN001579,CUST01579,62,Salaried,216845,Lagos,663,Personal,464649,10.27,36,14232.46,175996.03,288652.97,Active,10,7%,214%,1,2,1,3,1,8,Medium Risk
LOAN001580,CUST01580,28,Salaried,444680,Ibadan,687,Education,724036,20.13,12,72482.04,831622.14,0,Closed,0,16%,163%,1,2,1,2,1,0,Loan Closed
LOAN001581,CUST01581,65,Salaried,1311550,Abuja,704,Personal,1393425,10.71,24,64277.53,791533.65,601891.35,Active,20,5%,106%,1,1,1,2,1,6,Low Risk
LOAN001582,CUST01582,49,Self-employed,1423303,Port Harcourt,566,Personal,1483468,10.03,12,136021.65,908287.26,575180.74,Active,0,10%,104%,1,3,1,2,2,9,Medium Risk
LOAN001583,CUST01583,38,Self-employed,1349909,Kano,439,Education,951974,6.6,24,42283.51,384303.53,567670.47,Active,0,3%,71%,1,3,1,1,2,8,Medium Risk
LOAN001584,CUST01584,41,Self-employed,1478329,Ibadan,668,Education,188157,16.38,18,12165.4,119107.69,69049.31,Active,30,1%,13%,1,2,1,1,2,7,Low Risk
LOAN001585,CUST01585,44,Salaried,1075690,Ibadan,600,Emergency,1612313,8.81,36,48732.16,1162498.47,449814.53,Active,20,5%,150%,1,2,1,2,1,7,Low Risk
LOAN001586,CUST01586,46,Unemployed,730248,Abuja,722,Business,1825200,23.9,24,94225.95,851047.29,974152.71,Active,30,13%,250%,1,1,1,3,3,9,Medium Risk
LOAN001587,CUST01587,43,Salaried,858586,Port Harcourt,743,Personal,101337,22.47,18,6894.86,35960.49,65376.51,Active,10,1%,12%,1,1,1,1,1,5,Low Risk
LOAN001588,CUST01588,31,Self-employed,960963,Lagos,559,Personal,1437836,23.11,12,147509.99,646069.89,791766.11,Active,10,15%,150%,1,3,1,2,2,9,Medium Risk
LOAN001589,CUST01589,37,Salaried,870598,Kano,589,Education,618097,11.75,6,115120.57,191588.09,426508.91,Active,10,13%,71%,1,3,1,1,1,7,Low Risk
LOAN001590,CUST01590,45,Salaried,527603,Abuja,711,Emergency,1322604,19.47,24,65838.12,1378938.65,0,Closed,0,12%,251%,1,1,1,3,1,0,Loan Closed
LOAN001591,CUST01591,63,Salaried,1446261,Ibadan,712,Education,272322,6.34,18,16088.18,284175.26,0,Closed,0,1%,19%,1,1,1,1,1,0,Loan Closed
LOAN001592,CUST01592,58,Salaried,346700,Abuja,610,Education,1086478,21.07,24,54808.29,455124.6,631353.4,Active,20,16%,313%,1,2,1,3,1,8,Medium Risk
LOAN001593,CUST01593,39,Salaried,1372168,Port Harcourt,809,Business,1347046,13.58,6,254995.81,694995.27,652050.73,Active,20,19%,98%,1,1,1,1,1,5,Low Risk
LOAN001594,CUST01594,31,Salaried,825039,Port Harcourt,757,Business,1043049,6.26,24,46180.99,407793.99,635255.01,Active,10,6%,126%,1,1,1,2,1,6,Low Risk
LOAN001595,CUST01595,53,Self-employed,705437,Port Harcourt,850,Education,1941295,24.45,18,134218.98,1976017.31,0,Closed,0,19%,275%,1,1,1,3,2,0,Loan Closed
LOAN001596,CUST01596,63,Unemployed,457639,Kano,735,Business,724932,20.63,36,24291.26,454600.52,270331.48,Defaulted,119,5%,158%,1,1,11,2,3,18,High Risk
LOAN001597,CUST01597,50,Salaried,572398,Lagos,575,Emergency,1035142,22.81,18,70625.44,1242170.4,0,Closed,0,12%,181%,1,3,1,2,1,0,Loan Closed
LOAN001598,CUST01598,22,Self-employed,361123,Ibadan,424,Emergency,220514,15.58,24,10619.59,63836.14,156677.86,Active,20,3%,61%,1,3,1,1,2,8,Medium Risk
LOAN001599,CUST01599,48,Self-employed,455131,Abuja,424,Business,629255,19.24,18,41684.65,606484.53,22770.47,Delinquent,34,9%,138%,1,3,5,2,2,13,High Risk
LOAN001600,CUST01600,38,Salaried,1377643,Ibadan,702,Education,796940,21.5,24,40345.09,508690.22,288249.78,Active,20,3%,58%,1,1,1,1,1,5,Low Risk
LOAN001601,CUST01601,56,Self-employed,1318296,Lagos,701,Education,469552,21.48,12,47534.31,378248.86,91303.14,Defaulted,166,4%,36%,1,1,11,1,2,16,High Risk
LOAN001602,CUST01602,45,Self-employed,177009,Lagos,803,Education,458825,15.47,36,14716.81,374716.39,84108.61,Active,30,8%,259%,1,1,1,3,2,8,Medium Risk
LOAN001603,CUST01603,27,Salaried,597331,Ibadan,568,Emergency,670973,5.51,24,29497.65,311536.18,359436.82,Active,30,5%,112%,1,3,1,2,1,8,Medium Risk
LOAN001604,CUST01604,35,Salaried,1214473,Abuja,749,Emergency,981427,20.17,6,196563.47,508577.6,472849.4,Defaulted,148,16%,81%,1,1,11,1,1,15,High Risk
LOAN001605,CUST01605,25,Salaried,647190,Lagos,704,Education,319558,11.46,6,59363.22,325987.37,0,Closed,0,9%,49%,1,1,1,1,1,0,Loan Closed
LOAN001606,CUST01606,53,Salaried,1208834,Lagos,508,Emergency,347277,11.31,24,16106.42,383757.79,0,Closed,0,1%,29%,1,3,1,1,1,0,Loan Closed
LOAN001607,CUST01607,59,Salaried,1405448,Port Harcourt,832,Education,423289,11.53,6,78682.37,507946.8,0,Closed,0,6%,30%,1,1,1,1,1,0,Loan Closed
LOAN001608,CUST01608,26,Self-employed,1236184,Ibadan,850,Personal,132588,22.67,6,27107.62,128701.39,3886.61,Delinquent,76,2%,11%,1,1,5,1,2,10,Medium Risk
LOAN001609,CUST01609,40,Salaried,192385,Port Harcourt,587,Personal,264440,15.46,12,25443.54,66906.77,197533.23,Active,20,13%,137%,1,3,1,2,1,8,Medium Risk
LOAN001610,CUST01610,59,Salaried,915372,Ibadan,736,Business,195912,14.85,36,6250.14,103717.57,92194.43,Active,30,1%,21%,1,1,1,1,1,5,Low Risk
LOAN001611,CUST01611,32,Self-employed,1199443,Abuja,740,Personal,1757845,9.15,12,159890.65,764588.36,993256.64,Active,20,13%,147%,1,1,1,2,2,7,Low Risk
LOAN001612,CUST01612,48,Self-employed,1402156,Lagos,733,Personal,100803,6.05,12,8908.47,117048.5,0,Closed,0,1%,7%,1,1,1,1,2,0,Loan Closed
LOAN001613,CUST01613,42,Self-employed,509278,Ibadan,531,Personal,370089,24.09,12,38270.29,309070.69,61018.31,Active,20,8%,73%,1,3,1,1,2,8,Medium Risk
LOAN001614,CUST01614,30,Self-employed,1120065,Kano,799,Personal,1082275,5.47,24,47561.48,536748.56,545526.44,Active,0,4%,97%,1,1,1,1,2,6,Low Risk
LOAN001615,CUST01615,50,Salaried,487962,Abuja,645,Emergency,1080676,5.14,6,189370.46,1063174.13,17501.87,Active,20,39%,221%,2,2,1,3,1,9,Medium Risk
LOAN001616,CUST01616,50,Salaried,496228,Ibadan,406,Business,65413,23.3,36,2240.4,40858.73,24554.27,Active,20,0%,13%,1,3,1,1,1,7,Low Risk
LOAN001617,CUST01617,25,Self-employed,472756,Port Harcourt,850,Emergency,587454,11.69,18,36451.52,251867.54,335586.46,Delinquent,56,8%,124%,1,1,5,2,2,11,Medium Risk
LOAN001618,CUST01618,20,Salaried,110434,Ibadan,672,Personal,1416102,18.44,24,69884.63,518099.79,898002.21,Active,0,63%,1282%,3,2,1,3,1,10,Medium Risk
LOAN001619,CUST01619,62,Salaried,481139,Abuja,499,Education,1245810,19.71,18,82853.29,1310882.63,0,Closed,0,17%,259%,1,3,1,3,1,0,Loan Closed
LOAN001620,CUST01620,34,Salaried,806942,Abuja,762,Personal,1408598,17.52,36,45982.9,1134503.34,274094.66,Delinquent,84,6%,175%,1,1,5,2,1,10,Medium Risk
LOAN001621,CUST01621,64,Salaried,699910,Port Harcourt,850,Emergency,1789770,8.62,18,108002.68,1349038.77,440731.23,Active,30,15%,256%,1,1,1,3,1,7,Low Risk
LOAN001622,CUST01622,60,Self-employed,869471,Abuja,777,Personal,396569,23.42,24,20393.56,98912.33,297656.67,Active,20,2%,46%,1,1,1,1,2,6,Low Risk
LOAN001623,CUST01623,35,Salaried,1342622,Lagos,742,Education,50567,22.05,36,1714.36,35303.83,15263.17,Active,0,0%,4%,1,1,1,1,1,5,Low Risk
LOAN001624,CUST01624,59,Salaried,983359,Abuja,562,Emergency,1241414,24.22,6,257014.08,1095413.96,146000.04,Active,10,26%,126%,1,3,1,2,1,8,Medium Risk
LOAN001625,CUST01625,25,Salaried,831862,Port Harcourt,427,Business,925533,18.07,18,60709.82,757732.87,167800.13,Delinquent,88,7%,111%,1,3,5,2,1,12,High Risk
LOAN001626,CUST01626,48,Salaried,600975,Abuja,685,Personal,1910932,24.67,12,198529.91,1779028.49,131903.51,Active,0,33%,318%,2,2,1,3,1,9,Medium Risk
LOAN001627,CUST01627,35,Salaried,286111,Lagos,776,Emergency,542417,14.1,36,17191.61,510738.79,31678.21,Active,20,6%,190%,1,1,1,2,1,6,Low Risk
LOAN001628,CUST01628,20,Self-employed,182715,Ibadan,667,Emergency,371482,9.31,24,16919.46,319580.75,51901.25,Active,0,9%,203%,1,2,1,3,2,9,Medium Risk
LOAN001629,CUST01629,63,Salaried,1026647,Port Harcourt,564,Emergency,77827,16.54,6,15116.6,37798.98,40028.02,Active,20,1%,8%,1,3,1,1,1,7,Low Risk
LOAN001630,CUST01630,33,Self-employed,475089,Ibadan,822,Personal,101197,18.42,12,9986.46,111925.95,0,Closed,0,2%,21%,1,1,1,1,2,0,Loan Closed
LOAN001631,CUST01631,32,Salaried,1413530,Lagos,655,Education,1231141,21.71,24,62434.24,835411.49,395729.51,Active,30,4%,87%,1,2,1,1,1,6,Low Risk
LOAN001632,CUST01632,60,Salaried,813436,Port Harcourt,790,Business,820277,14.13,24,39007.59,392597.44,427679.56,Active,20,5%,101%,1,1,1,2,1,6,Low Risk
LOAN001633,CUST01633,40,Self-employed,722580,Port Harcourt,850,Business,777266,13.14,36,24427.74,738111.26,39154.74,Active,30,3%,108%,1,1,1,2,2,7,Low Risk
LOAN001634,CUST01634,23,Self-employed,1460665,Kano,604,Education,1087064,18.51,24,53678.31,528859.98,558204.02,Active,30,4%,74%,1,2,1,1,2,7,Low Risk
LOAN001635,CUST01635,61,Salaried,338655,Abuja,727,Personal,802182,17.91,24,39410.53,657335.03,144846.97,Delinquent,86,12%,237%,1,1,5,3,1,11,Medium Risk
LOAN001636,CUST01636,54,Salaried,770274,Abuja,545,Business,1852945,24.65,12,192474.66,1269822.67,583122.33,Active,10,25%,241%,1,3,1,3,1,9,Medium Risk
LOAN001637,CUST01637,52,Salaried,881206,Lagos,736,Personal,928656,22.61,36,31628.48,942049.32,0,Closed,0,4%,105%,1,1,1,2,1,0,Loan Closed
LOAN001638,CUST01638,63,Salaried,1256836,Port Harcourt,812,Emergency,1204374,18.29,12,118721.17,572219.49,632154.51,Delinquent,74,9%,96%,1,1,5,1,1,9,Medium Risk
LOAN001639,CUST01639,43,Salaried,295201,Kano,666,Emergency,1804202,20.94,36,60611.16,1986533.96,0,Closed,0,21%,611%,1,2,1,3,1,0,Loan Closed
LOAN001640,CUST01640,27,Salaried,509426,Abuja,716,Personal,1622499,13.16,6,306003.31,1255618.49,366880.51,Active,30,60%,318%,3,1,1,3,1,9,Medium Risk
LOAN001641,CUST01641,33,Self-employed,1108036,Ibadan,653,Education,1088515,7.89,6,195733.14,534993.23,553521.77,Active,20,18%,98%,1,2,1,1,2,7,Low Risk
LOAN001642,CUST01642,36,Salaried,488816,Lagos,755,Business,252558,24.03,12,26103.97,26338,226220,Active,0,5%,52%,1,1,1,1,1,5,Low Risk
LOAN001643,CUST01643,45,Self-employed,439470,Port Harcourt,830,Emergency,1477073,6.43,18,87336.04,415872.91,1061200.09,Active,0,20%,336%,1,1,1,3,2,8,Medium Risk
LOAN001644,CUST01644,57,Self-employed,72163,Kano,624,Emergency,679597,11.86,18,42233.18,442393.16,237203.84,Active,30,59%,942%,3,2,1,3,2,11,Medium Risk
LOAN001645,CUST01645,19,Self-employed,1382152,Port Harcourt,615,Emergency,137817,18.58,6,27237.23,77409.03,60407.97,Active,20,2%,10%,1,2,1,1,2,7,Low Risk
LOAN001646,CUST01646,57,Self-employed,854793,Port Harcourt,351,Emergency,1664361,6.96,36,49450.01,1956555.22,0,Closed,0,6%,195%,1,3,1,2,2,0,Loan Closed
LOAN001647,CUST01647,48,Salaried,107311,Port Harcourt,690,Personal,1072253,20.18,6,214772.28,1214958.74,0,Closed,0,200%,999%,3,2,1,3,1,0,Loan Closed
LOAN001648,CUST01648,33,Salaried,223989,Kano,520,Emergency,1791957,19.31,6,356330.65,695088.48,1096868.52,Active,20,159%,800%,3,3,1,3,1,11,Medium Risk
LOAN001649,CUST01649,31,Salaried,122020,Kano,536,Emergency,1208940,20.54,24,60719.01,1450728,0,Closed,0,50%,991%,3,3,1,3,1,0,Loan Closed
LOAN001650,CUST01650,22,Salaried,249132,Kano,786,Business,319241,16.87,6,62182.83,128971.72,190269.28,Defaulted,146,25%,128%,1,1,11,2,1,16,High Risk
LOAN001651,CUST01651,34,Salaried,1021358,Kano,537,Personal,1234995,12.76,36,38682.79,1051679.58,183315.42,Active,0,4%,121%,1,3,1,2,1,8,Medium Risk
LOAN001652,CUST01652,45,Salaried,1133674,Lagos,526,Business,1942180,14.03,12,184555.65,1582852.41,359327.59,Active,20,16%,171%,1,3,1,2,1,8,Medium Risk
LOAN001653,CUST01653,65,Salaried,211104,Abuja,777,Emergency,1069734,9.98,24,49020.56,1155576.32,0,Closed,0,23%,507%,1,1,1,3,1,0,Loan Closed
LOAN001654,CUST01654,63,Salaried,142011,Ibadan,693,Personal,518551,11.8,36,16103.89,471674.95,46876.05,Delinquent,45,11%,365%,1,2,5,3,1,12,High Risk
LOAN001655,CUST01655,54,Salaried,262940,Lagos,649,Emergency,326821,19.81,36,10876.78,392185.2,0,Closed,0,4%,124%,1,2,1,2,1,0,Loan Closed
LOAN001656,CUST01656,58,Salaried,1090492,Kano,703,Personal,1515743,13.6,36,47830.11,599382.02,916360.98,Delinquent,54,4%,139%,1,1,5,2,1,10,Medium Risk
LOAN001657,CUST01657,22,Salaried,927919,Lagos,528,Personal,634900,13.73,24,30086.32,761880,0,Closed,0,3%,68%,1,3,1,1,1,0,Loan Closed
LOAN001658,CUST01658,26,Self-employed,601080,Lagos,699,Personal,1443981,12.15,24,67476.03,926402.14,517578.86,Active,10,11%,240%,1,2,1,3,2,9,Medium Risk
LOAN001659,CUST01659,53,Salaried,389728,Port Harcourt,532,Emergency,441728,18.29,24,21771.67,324152.62,117575.38,Active,20,6%,113%,1,3,1,2,1,8,Medium Risk
LOAN001660,CUST01660,25,Unemployed,190129,Kano,850,Personal,1426282,8.71,24,64604.63,1549737.2,0,Closed,0,34%,750%,2,1,1,3,3,0,Loan Closed
LOAN001661,CUST01661,50,Salaried,537059,Lagos,541,Personal,679865,7.66,24,30497.61,549901.62,129963.38,Active,0,6%,127%,1,3,1,2,1,8,Medium Risk
LOAN001662,CUST01662,38,Self-employed,1150088,Abuja,680,Emergency,1278035,15.61,18,82085.35,364638.52,913396.48,Delinquent,39,7%,111%,1,2,5,2,2,12,High Risk
LOAN001663,CUST01663,24,Salaried,497869,Abuja,707,Emergency,1045642,14.57,12,99832.67,1130509.65,0,Closed,0,20%,210%,1,1,1,3,1,0,Loan Closed
LOAN001664,CUST01664,50,Self-employed,1209793,Abuja,579,Personal,1185404,22.17,6,241368.01,888198.14,297205.86,Active,10,20%,98%,1,3,1,1,2,8,Medium Risk
LOAN001665,CUST01665,58,Salaried,1051785,Port Harcourt,750,Business,202232,16.32,12,19603.02,85412.87,116819.13,Active,30,2%,19%,1,1,1,1,1,5,Low Risk
LOAN001666,CUST01666,43,Salaried,600436,Lagos,464,Business,1627836,13.64,18,102770.71,1667118.1,0,Closed,0,17%,271%,1,3,1,3,1,0,Loan Closed
LOAN001667,CUST01667,32,Self-employed,1458564,Abuja,718,Emergency,833668,12.82,36,26126.23,1000401.6,0,Closed,0,2%,57%,1,1,1,1,2,0,Loan Closed
LOAN001668,CUST01668,33,Unemployed,1339529,Kano,488,Education,1118598,22.77,12,114441.9,1308623.63,0,Closed,0,9%,84%,1,3,1,1,3,0,Loan Closed
LOAN001669,CUST01669,63,Self-employed,1092564,Abuja,632,Personal,957524,17,24,46679.29,325800.18,631723.82,Active,0,4%,88%,1,2,1,1,2,7,Low Risk
LOAN001670,CUST01670,37,Salaried,824941,Ibadan,850,Emergency,638950,14.29,18,40569.78,575588.73,63361.27,Active,20,5%,77%,1,1,1,1,1,5,Low Risk
LOAN001671,CUST01671,56,Self-employed,859697,Kano,620,Business,1810575,18.77,36,59733.89,1741453.9,69121.1,Defaulted,167,7%,211%,1,2,11,3,2,19,High Risk
LOAN001672,CUST01672,34,Salaried,1034252,Port Harcourt,797,Education,1500021,14.79,18,95659.67,663143.14,836877.86,Active,0,9%,145%,1,1,1,2,1,6,Low Risk
LOAN001673,CUST01673,30,Salaried,655965,Port Harcourt,845,Education,527819,11.26,18,32625.08,243107.29,284711.71,Defaulted,162,5%,80%,1,1,11,1,1,15,High Risk
LOAN001674,CUST01674,60,Self-employed,452331,Abuja,840,Business,1135636,18.52,18,74775.32,754839.77,380796.23,Active,30,17%,251%,1,1,1,3,2,8,Medium Risk
LOAN001675,CUST01675,47,Salaried,1493537,Kano,633,Business,1490960,18.72,36,49168.55,1421897.82,69062.18,Active,10,3%,100%,1,2,1,1,1,6,Low Risk
LOAN001676,CUST01676,29,Self-employed,295808,Ibadan,609,Education,1887410,10.83,12,174318.04,1121463.33,765946.67,Active,20,59%,638%,3,2,1,3,2,11,Medium Risk
LOAN001677,CUST01677,27,Salaried,565131,Port Harcourt,659,Personal,1553744,10.41,36,47652.47,1364956.35,188787.65,Active,20,8%,275%,1,2,1,3,1,8,Medium Risk
LOAN001678,CUST01678,34,Salaried,579605,Ibadan,630,Emergency,839707,21.26,24,42426.2,480191.97,359515.03,Active,10,7%,145%,1,2,1,2,1,7,Low Risk
LOAN001679,CUST01679,45,Salaried,1204784,Ibadan,394,Personal,631103,15.22,24,30298.2,488204.31,142898.69,Active,0,3%,52%,1,3,1,1,1,7,Low Risk
