Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due
LOAN001581,CUST01581,65,Salaried,1311550,Abuja,704,Personal,1393425,10.71,24,64277.53,791533.65,601891.35,Active,20
LOAN001582,CUST01582,49,Self-employed,1423303,Port Harcourt,566,Personal,1483468,10.03,12,136021.65,908287.26,575180.74,Active,0
LOAN001583,CUST01583,38,Self-employed,1349909,Kano,439,Education,951974,6.6,24,42283.51,384303.53,567670.47,Active,0
LOAN001584,CUST01584,41,Self-employed,1478329,Ibadan,668,Education,188157,16.38,18,12165.4,119107.69,69049.31,Active,30
LOAN001585,CUST01585,44,Salaried,1075690,Ibadan,600,Emergency,1612313,8.81,36,48732.16,1162498.47,449814.53,Active,20
LOAN001586,CUST01586,46,Unemployed,730248,Abuja,722,Business,1825200,23.9,24,94225.95,851047.29,974152.71,Active,30
LOAN001587,CUST01587,43,Salaried,858586,Port Harcourt,743,Personal,101337,22.47,18,6894.86,35960.49,65376.51,Active,10
LOAN001588,CUST01588,31,Self-employed,960963,Lagos,559,Personal,1437836,23.11,12,147509.99,646069.89,791766.11,Active,10
LOAN001589,CUST01589,37,Salaried,870598,Kano,589,Education,618097,11.75,6,115120.57,191588.09,426508.91000000003,Active,10
LOAN001590,CUST01590,45,Salaried,527603,Abuja,711,Emergency,1322604,19.47,24,65838.12,1378938.65,0.0,Closed,0
LOAN001591,CUST01591,63,Salaried,1446261,Ibadan,712,Education,272322,6.34,18,16088.18,284175.26,0.0,Closed,0
LOAN001592,CUST01592,58,Salaried,346700,Abuja,610,Education,1086478,21.07,24,54808.29,455124.6,631353.4,Active,20
LOAN001593,CUST01593,39,Salaried,1372168,Port Harcourt,809,Business,1347046,13.58,6,254995.81,694995.27,652050.73,Active,20
LOAN001594,CUST01594,31,Salaried,825039,Port Harcourt,757,Business,1043049,6.26,24,46180.99,407793.99,635255.01,Active,10
LOAN001595,CUST01595,53,Self-employed,705437,Port Harcourt,850,Education,1941295,24.45,18,134218.98,1976017.31,0.0,Closed,0
LOAN001596,CUST01596,63,Unemployed,457639,Kano,735,Business,724932,20.63,36,24291.26,454600.52,270331.48,Defaulted,119
LOAN001597,CUST01597,50,Salaried,572398,Lagos,575,Emergency,1035142,22.81,18,70625.44,1242170.4,0.0,Closed,0
LOAN001598,CUST01598,22,Self-employed,361123,Ibadan,424,Emergency,220514,15.58,24,10619.59,63836.14,156677.86,Active,20
LOAN001599,CUST01599,48,Self-employed,455131,Abuja,424,Business,629255,19.24,18,41684.65,606484.53,22770.469999999972,Delinquent,34
LOAN001600,CUST01600,38,Salaried,1377643,Ibadan,702,Education,796940,21.5,24,40345.09,508690.22,288249.78,Active,20
LOAN001601,CUST01601,56,Self-employed,1318296,Lagos,701,Education,469552,21.48,12,47534.31,378248.86,91303.14000000001,Defaulted,166
LOAN001602,CUST01602,45,Self-employed,177009,Lagos,803,Education,458825,15.47,36,14716.81,374716.39,84108.60999999999,Active,30
LOAN001603,CUST01603,27,Salaried,597331,Ibadan,568,Emergency,670973,5.51,24,29497.65,311536.18,359436.82,Active,30
LOAN001604,CUST01604,35,Salaried,1214473,Abuja,749,Emergency,981427,20.17,6,196563.47,508577.6,472849.4,Defaulted,148
LOAN001605,CUST01605,25,Salaried,647190,Lagos,704,Education,319558,11.46,6,59363.22,325987.37,0.0,Closed,0
LOAN001606,CUST01606,53,Salaried,1208834,Lagos,508,Emergency,347277,11.31,24,16106.42,383757.79,0.0,Closed,0
LOAN001607,CUST01607,59,Salaried,1405448,Port Harcourt,832,Education,423289,11.53,6,78682.37,507946.8,0.0,Closed,0
LOAN001608,CUST01608,26,Self-employed,1236184,Ibadan,850,Personal,132588,22.67,6,27107.62,128701.39,3886.6100000000006,Delinquent,76
LOAN001609,CUST01609,40,Salaried,192385,Port Harcourt,587,Personal,264440,15.46,12,25443.54,66906.77,197533.22999999998,Active,20
LOAN001610,CUST01610,59,Salaried,915372,Ibadan,736,Business,195912,14.85,36,6250.14,103717.57,92194.43,Active,30
LOAN001611,CUST01611,32,Self-employed,1199443,Abuja,740,Personal,1757845,9.15,12,159890.65,764588.36,993256.64,Active,20
LOAN001612,CUST01612,48,Self-employed,1402156,Lagos,733,Personal,100803,6.05,12,8908.47,117048.5,0.0,Closed,0
LOAN001613,CUST01613,42,Self-employed,509278,Ibadan,531,Personal,370089,24.09,12,38270.29,309070.69,61018.31,Active,20
LOAN001614,CUST01614,30,Self-employed,1120065,Kano,799,Personal,1082275,5.47,24,47561.48,536748.56,545526.44,Active,0
LOAN001615,CUST01615,50,Salaried,487962,Abuja,645,Emergency,1080676,5.14,6,189370.46,1063174.13,17501.87000000011,Active,20
LOAN001616,CUST01616,50,Salaried,496228,Ibadan,406,Business,65413,23.3,36,2240.4,40858.73,24554.269999999997,Active,20
LOAN001617,CUST01617,25,Self-employed,472756,Port Harcourt,850,Emergency,587454,11.69,18,36451.52,251867.54,335586.45999999996,Delinquent,56
LOAN001618,CUST01618,20,Salaried,110434,Ibadan,672,Personal,1416102,18.44,24,69884.63,518099.79,898002.21,Active,0
LOAN001619,CUST01619,62,Salaried,481139,Abuja,499,Education,1245810,19.71,18,82853.29,1310882.63,0.0,Closed,0
LOAN001620,CUST01620,34,Salaried,806942,Abuja,762,Personal,1408598,17.52,36,45982.9,1134503.34,274094.6599999999,Delinquent,84
LOAN001621,CUST01621,64,Salaried,699910,Port Harcourt,850,Emergency,1789770,8.62,18,108002.68,1349038.77,440731.23,Active,30
LOAN001622,CUST01622,60,Self-employed,869471,Abuja,777,Personal,396569,23.42,24,20393.56,98912.33,297656.67,Active,20
LOAN001623,CUST01623,35,Salaried,1342622,Lagos,742,Education,50567,22.05,36,1714.36,35303.83,15263.169999999998,Active,0
LOAN001624,CUST01624,59,Salaried,983359,Abuja,562,Emergency,1241414,24.22,6,257014.08,1095413.96,146000.04000000004,Active,10
LOAN001625,CUST01625,25,Salaried,831862,Port Harcourt,427,Business,925533,18.07,18,60709.82,757732.87,167800.13,Delinquent,88
LOAN001626,CUST01626,48,Salaried,600975,Abuja,685,Personal,1910932,24.67,12,198529.91,1779028.49,131903.51,Active,0
LOAN001627,CUST01627,35,Salaried,286111,Lagos,776,Emergency,542417,14.1,36,17191.61,510738.79,31678.21000000002,Active,20
LOAN001628,CUST01628,20,Self-employed,182715,Ibadan,667,Emergency,371482,9.31,24,16919.46,319580.75,51901.25,Active,0
LOAN001629,CUST01629,63,Salaried,1026647,Port Harcourt,564,Emergency,77827,16.54,6,15116.6,37798.98,40028.02,Active,20
LOAN001630,CUST01630,33,Self-employed,475089,Ibadan,822,Personal,101197,18.42,12,9986.46,111925.95,0.0,Closed,0
LOAN001631,CUST01631,32,Salaried,1413530,Lagos,655,Education,1231141,21.71,24,62434.24,835411.49,395729.51,Active,30
LOAN001632,CUST01632,60,Salaried,813436,Port Harcourt,790,Business,820277,14.13,24,39007.59,392597.44,427679.56,Active,20
LOAN001633,CUST01633,40,Self-employed,722580,Port Harcourt,850,Business,777266,13.14,36,24427.74,738111.26,39154.73999999999,Active,30
LOAN001634,CUST01634,23,Self-employed,1460665,Kano,604,Education,1087064,18.51,24,53678.31,528859.98,558204.02,Active,30
LOAN001635,CUST01635,61,Salaried,338655,Abuja,727,Personal,802182,17.91,24,39410.53,657335.03,144846.96999999997,Delinquent,86
LOAN001636,CUST01636,54,Salaried,770274,Abuja,545,Business,1852945,24.65,12,192474.66,1269822.67,583122.3300000001,Active,10
LOAN001637,CUST01637,52,Salaried,881206,Lagos,736,Personal,928656,22.61,36,31628.48,942049.32,0.0,Closed,0
LOAN001638,CUST01638,63,Salaried,1256836,Port Harcourt,812,Emergency,1204374,18.29,12,118721.17,572219.49,632154.51,Delinquent,74
LOAN001639,CUST01639,43,Salaried,295201,Kano,666,Emergency,1804202,20.94,36,60611.16,1986533.96,0.0,Closed,0
LOAN001640,CUST01640,27,Salaried,509426,Abuja,716,Personal,1622499,13.16,6,306003.31,1255618.49,366880.51,Active,30
LOAN001641,CUST01641,33,Self-employed,1108036,Ibadan,653,Education,1088515,7.89,6,195733.14,534993.23,553521.77,Active,20
LOAN001642,CUST01642,36,Salaried,488816,Lagos,755,Business,252558,24.03,12,26103.97,26338.0,226220.0,Active,0
LOAN001643,CUST01643,45,Self-employed,439470,Port Harcourt,830,Emergency,1477073,6.43,18,87336.04,415872.91,1061200.09,Active,0
LOAN001644,CUST01644,57,Self-employed,72163,Kano,624,Emergency,679597,11.86,18,42233.18,442393.16,237203.84000000003,Active,30
LOAN001645,CUST01645,19,Self-employed,1382152,Port Harcourt,615,Emergency,137817,18.58,6,27237.23,77409.03,60407.97,Active,20
LOAN001646,CUST01646,57,Self-employed,854793,Port Harcourt,351,Emergency,1664361,6.96,36,49450.01,1956555.22,0.0,Closed,0
LOAN001647,CUST01647,48,Salaried,107311,Port Harcourt,690,Personal,1072253,20.18,6,214772.28,1214958.74,0.0,Closed,0
LOAN001648,CUST01648,33,Salaried,223989,Kano,520,Emergency,1791957,19.31,6,356330.65,695088.48,1096868.52,Active,20
LOAN001649,CUST01649,31,Salaried,122020,Kano,536,Emergency,1208940,20.54,24,60719.01,1450728.0,0.0,Closed,0
LOAN001650,CUST01650,22,Salaried,249132,Kano,786,Business,319241,16.87,6,62182.83,128971.72,190269.28,Defaulted,146
LOAN001651,CUST01651,34,Salaried,1021358,Kano,537,Personal,1234995,12.76,36,38682.79,1051679.58,183315.41999999993,Active,0
LOAN001652,CUST01652,45,Salaried,1133674,Lagos,526,Business,1942180,14.03,12,184555.65,1582852.41,359327.5900000001,Active,20
LOAN001653,CUST01653,65,Salaried,211104,Abuja,777,Emergency,1069734,9.98,24,49020.56,1155576.32,0.0,Closed,0
LOAN001654,CUST01654,63,Salaried,142011,Ibadan,693,Personal,518551,11.8,36,16103.89,471674.95,46876.04999999999,Delinquent,45
LOAN001655,CUST01655,54,Salaried,262940,Lagos,649,Emergency,326821,19.81,36,10876.78,392185.2,0.0,Closed,0
LOAN001656,CUST01656,58,Salaried,1090492,Kano,703,Personal,1515743,13.6,36,47830.11,599382.02,916360.98,Delinquent,54
LOAN001657,CUST01657,22,Salaried,927919,Lagos,528,Personal,634900,13.73,24,30086.32,761880.0,0.0,Closed,0
LOAN001658,CUST01658,26,Self-employed,601080,Lagos,699,Personal,1443981,12.15,24,67476.03,926402.14,517578.86,Active,10
LOAN001659,CUST01659,53,Salaried,389728,Port Harcourt,532,Emergency,441728,18.29,24,21771.67,324152.62,117575.38,Active,20
LOAN001660,CUST01660,25,Unemployed,190129,Kano,850,Personal,1426282,8.71,24,64604.63,1549737.2,0.0,Closed,0
LOAN001661,CUST01661,50,Salaried,537059,Lagos,541,Personal,679865,7.66,24,30497.61,549901.62,129963.38,Active,0
LOAN001662,CUST01662,38,Self-employed,1150088,Abuja,680,Emergency,1278035,15.61,18,82085.35,364638.52,913396.48,Delinquent,39
LOAN001663,CUST01663,24,Salaried,497869,Abuja,707,Emergency,1045642,14.57,12,99832.67,1130509.65,0.0,Closed,0
LOAN001664,CUST01664,50,Self-employed,1209793,Abuja,579,Personal,1185404,22.17,6,241368.01,888198.14,297205.86,Active,10
LOAN001665,CUST01665,58,Salaried,1051785,Port Harcourt,750,Business,202232,16.32,12,19603.02,85412.87,116819.13,Active,30
LOAN001666,CUST01666,43,Salaried,600436,Lagos,464,Business,1627836,13.64,18,102770.71,1667118.1,0.0,Closed,0
LOAN001667,CUST01667,32,Self-employed,1458564,Abuja,718,Emergency,833668,12.82,36,26126.23,1000401.6,0.0,Closed,0
LOAN001668,CUST01668,33,Unemployed,1339529,Kano,488,Education,1118598,22.77,12,114441.9,1308623.63,0.0,Closed,0
LOAN001669,CUST01669,63,Self-employed,1092564,Abuja,632,Personal,957524,17.0,24,46679.29,325800.18,631723.8200000001,Active,0
LOAN001670,CUST01670,37,Salaried,824941,Ibadan,850,Emergency,638950,14.29,18,40569.78,575588.73,63361.27000000002,Active,20
LOAN001671,CUST01671,56,Self-employed,859697,Kano,620,Business,1810575,18.77,36,59733.89,1741453.9,69121.1000000001,Defaulted,167
LOAN001672,CUST01672,34,Salaried,1034252,Port Harcourt,797,Education,1500021,14.79,18,95659.67,663143.14,836877.86,Active,0
LOAN001673,CUST01673,30,Salaried,655965,Port Harcourt,845,Education,527819,11.26,18,32625.08,243107.29,284711.70999999996,Defaulted,162
LOAN001674,CUST01674,60,Self-employed,452331,Abuja,840,Business,1135636,18.52,18,74775.32,754839.77,380796.23,Active,30
LOAN001675,CUST01675,47,Salaried,1493537,Kano,633,Business,1490960,18.72,36,49168.55,1421897.82,69062.17999999993,Active,10
LOAN001676,CUST01676,29,Self-employed,295808,Ibadan,609,Education,1887410,10.83,12,174318.04,1121463.33,765946.6699999999,Active,20
LOAN001677,CUST01677,27,Salaried,565131,Port Harcourt,659,Personal,1553744,10.41,36,47652.47,1364956.35,188787.6499999999,Active,20
LOAN001678,CUST01678,34,Salaried,579605,Ibadan,630,Emergency,839707,21.26,24,42426.2,480191.97,359515.03,Active,10
LOAN001679,CUST01679,45,Salaried,1204784,Ibadan,394,Personal,631103,15.22,24,30298.2,488204.31,142898.69,Active,0
LOAN001680,CUST01680,20,Salaried,1049016,Lagos,532,Education,706706,7.39,12,63244.3,627166.55,79539.44999999995,Active,0
LOAN001681,CUST01681,45,Salaried,275363,Abuja,447,Personal,612905,7.55,6,109863.22,247613.79,365291.20999999996,Defaulted,177
LOAN001682,CUST01682,45,Salaried,1434743,Abuja,487,Business,70669,7.23,36,2104.95,14969.97,55699.03,Delinquent,49
LOAN001683,CUST01683,27,Self-employed,512291,Lagos,850,Education,1246670,20.03,36,41566.06,669827.95,576842.05,Active,10
LOAN001684,CUST01684,23,Salaried,511105,Kano,671,Education,1780400,12.67,36,55721.57,1054417.15,725982.8500000001,Active,10
LOAN001685,CUST01685,29,Salaried,1069755,Abuja,665,Education,566304,21.91,12,57531.77,492766.26,73537.73999999999,Active,10
LOAN001686,CUST01686,42,Salaried,275206,Ibadan,506,Business,1457527,11.17,36,45009.24,1059282.47,398244.53,Delinquent,85
LOAN001687,CUST01687,46,Salaried,536918,Abuja,850,Emergency,221960,13.17,24,10466.34,263084.36,0.0,Closed,0
LOAN001688,CUST01688,45,Self-employed,1339859,Kano,527,Education,98290,15.83,18,6324.96,24100.94,74189.06,Active,30
LOAN001689,CUST01689,27,Salaried,725450,Lagos,534,Emergency,1114429,17.31,24,54472.36,742273.12,372155.88,Active,20
LOAN001690,CUST01690,63,Self-employed,403121,Port Harcourt,562,Business,484385,9.36,18,29429.08,436813.39,47571.609999999986,Active,10
LOAN001691,CUST01691,33,Self-employed,845751,Lagos,792,Emergency,1035059,24.21,36,35712.41,1242070.8,0.0,Closed,0
LOAN001692,CUST01692,45,Salaried,95884,Lagos,773,Emergency,773903,12.19,6,144706.96,629780.75,144122.25,Active,30
LOAN001693,CUST01693,48,Salaried,584618,Abuja,582,Business,614388,12.33,18,38341.22,664626.58,0.0,Closed,0
LOAN001694,CUST01694,20,Self-employed,509563,Ibadan,659,Education,1402681,15.34,36,44940.34,708543.02,694137.98,Delinquent,85
LOAN001695,CUST01695,23,Self-employed,150618,Kano,666,Personal,238686,19.14,12,23697.54,240712.64,0.0,Closed,0
LOAN001696,CUST01696,35,Salaried,575108,Abuja,553,Business,585078,14.06,18,37074.44,162008.72,423069.28,Active,30
LOAN001697,CUST01697,36,Salaried,908709,Kano,640,Emergency,1141584,6.34,6,202326.74,830854.13,310729.87,Active,10
LOAN001698,CUST01698,56,Self-employed,937648,Lagos,483,Personal,545442,5.34,12,47880.72,654530.4,0.0,Closed,0
LOAN001699,CUST01699,41,Salaried,262882,Abuja,828,Business,1692371,8.57,6,306234.53,1525971.62,166399.3799999999,Delinquent,66
LOAN001700,CUST01700,28,Unemployed,1169160,Port Harcourt,601,Personal,565158,20.74,18,37909.54,678189.6,0.0,Closed,0
LOAN001701,CUST01701,26,Salaried,1100490,Abuja,718,Education,169223,12.88,12,15918.24,151865.6,17357.399999999994,Active,10
LOAN001702,CUST01702,33,Self-employed,1253481,Abuja,638,Personal,1019734,9.92,12,93407.63,824602.31,195131.68999999994,Delinquent,76
LOAN001703,CUST01703,61,Unemployed,190664,Ibadan,346,Emergency,335011,5.01,24,14658.13,295075.22,39935.78000000003,Active,30
LOAN001704,CUST01704,63,Salaried,1151111,Ibadan,665,Education,1407598,23.87,18,96866.2,1343722.4,63875.60000000009,Delinquent,67
LOAN001705,CUST01705,31,Unemployed,1147797,Lagos,850,Education,400005,15.06,24,19176.91,273306.43,126698.57,Active,0
LOAN001706,CUST01706,38,Salaried,675878,Ibadan,601,Business,1946171,13.25,24,91834.94,1065567.15,880603.8500000001,Active,0
LOAN001707,CUST01707,46,Salaried,83641,Kano,550,Business,1675443,17.77,12,164430.77,2010531.6,0.0,Closed,0
LOAN001708,CUST01708,34,Self-employed,1411201,Ibadan,632,Emergency,881228,9.89,6,161396.91,515487.9,365740.1,Defaulted,146
LOAN001709,CUST01709,26,Self-employed,1028004,Ibadan,674,Personal,829232,22.65,24,42377.21,831073.18,0.0,Closed,0
LOAN001710,CUST01710,40,Unemployed,564569,Ibadan,586,Emergency,1931226,17.8,6,379164.04,699514.0,1231712.0,Active,0
LOAN001711,CUST01711,48,Self-employed,1420346,Lagos,640,Emergency,213836,16.96,18,13894.59,121414.73,92421.27,Delinquent,66
LOAN001712,CUST01712,27,Salaried,192093,Kano,700,Education,455755,11.21,36,14079.03,400040.36,55714.640000000014,Active,0
LOAN001713,CUST01713,39,Salaried,175592,Kano,777,Emergency,508634,17.61,18,33233.58,110473.51,398160.49,Active,30
LOAN001714,CUST01714,49,Self-employed,777556,Ibadan,816,Personal,647535,12.36,36,20210.29,534715.4,112819.59999999998,Active,30
LOAN001715,CUST01715,42,Self-employed,1447374,Port Harcourt,782,Emergency,1578120,19.98,36,52595.23,1393889.48,184230.52000000002,Active,10
LOAN001716,CUST01716,35,Salaried,1382120,Ibadan,811,Business,348238,20.24,12,34893.45,309919.14,38318.859999999986,Active,30
LOAN001717,CUST01717,44,Salaried,137853,Abuja,638,Emergency,75406,24.07,12,7796.35,68368.75,7037.25,Active,10
LOAN001718,CUST01718,28,Salaried,1197259,Lagos,756,Education,1971140,9.21,6,358780.33,2365368.0,0.0,Closed,0
LOAN001719,CUST01719,25,Self-employed,1062220,Lagos,496,Emergency,509474,14.37,12,48557.12,469797.86,39676.140000000014,Defaulted,153
LOAN001720,CUST01720,58,Self-employed,768771,Port Harcourt,685,Business,830384,22.01,18,56286.2,301850.99,528533.01,Active,20
LOAN001721,CUST01721,33,Self-employed,1450377,Abuja,576,Personal,1552743,16.8,18,100755.77,1232344.36,320398.6399999999,Delinquent,80
LOAN001722,CUST01722,21,Salaried,959898,Kano,840,Education,738188,23.8,18,50770.93,584862.52,153325.47999999998,Active,30
LOAN001723,CUST01723,47,Salaried,590315,Abuja,513,Personal,360319,16.1,12,34860.86,345409.27,14909.729999999981,Delinquent,46
LOAN001724,CUST01724,23,Salaried,1187095,Abuja,553,Business,915379,19.85,24,45711.74,655912.4,259466.59999999998,Active,20
LOAN001725,CUST01725,45,Salaried,1356647,Ibadan,600,Emergency,1997016,18.26,18,131203.95,1265489.12,731526.8799999999,Defaulted,97
LOAN001726,CUST01726,49,Salaried,373057,Ibadan,499,Emergency,114163,11.68,18,7083.18,69263.41,44899.59,Active,10
LOAN001727,CUST01727,39,Salaried,1284012,Abuja,582,Education,951996,21.99,18,64518.88,677538.98,274457.02,Active,10
LOAN001728,CUST01728,27,Salaried,1294546,Kano,850,Emergency,223808,7.01,6,39916.16,0.0,223808.0,Delinquent,31
LOAN001729,CUST01729,21,Self-employed,1083158,Lagos,604,Emergency,1714277,21.16,12,173084.83,1845643.58,0.0,Closed,0
LOAN001730,CUST01730,60,Salaried,422397,Kano,509,Personal,661158,24.67,18,45792.54,499601.21,161556.78999999998,Active,20
LOAN001731,CUST01731,55,Salaried,134787,Lagos,850,Personal,699629,11.6,6,130130.99,839554.8,0.0,Closed,0
LOAN001732,CUST01732,49,Salaried,1338413,Lagos,772,Education,1984729,8.84,12,180014.92,1581845.13,402883.8700000001,Delinquent,83
LOAN001733,CUST01733,47,Salaried,1294387,Kano,489,Education,1805001,15.52,36,57920.48,1448668.59,356332.4099999999,Active,0
LOAN001734,CUST01734,20,Self-employed,380079,Ibadan,665,Education,1517886,15.3,24,72921.77,950884.22,567001.78,Active,20
LOAN001735,CUST01735,36,Salaried,1444624,Ibadan,623,Emergency,1041240,21.21,18,70115.94,638942.02,402297.98,Defaulted,129
LOAN001736,CUST01736,27,Self-employed,543093,Abuja,640,Personal,1826545,11.19,18,112829.74,1319825.13,506719.8700000001,Active,30
LOAN001737,CUST01737,27,Salaried,216625,Lagos,522,Education,1885305,7.35,6,337312.49,1443535.71,441769.29000000004,Defaulted,106
LOAN001738,CUST01738,59,Self-employed,747781,Kano,495,Education,1264817,9.79,24,57860.11,676544.49,588272.51,Active,0
LOAN001739,CUST01739,43,Self-employed,489923,Abuja,397,Education,1426112,5.68,12,125592.93,1487926.35,0.0,Closed,0
LOAN001740,CUST01740,42,Salaried,188528,Abuja,816,Emergency,1813959,22.06,18,123006.58,1988238.93,0.0,Closed,0
LOAN001741,CUST01741,65,Self-employed,1022038,Ibadan,337,Education,883596,20.67,18,59235.29,582595.33,301000.67000000004,Active,20
LOAN001742,CUST01742,23,Self-employed,1238180,Ibadan,642,Education,435796,5.15,12,38186.62,279609.69,156186.31,Defaulted,143
LOAN001743,CUST01743,30,Salaried,360730,Abuja,588,Emergency,344316,9.8,36,10501.64,153847.46,190468.54,Active,20
LOAN001744,CUST01744,57,Self-employed,130633,Port Harcourt,729,Education,1374431,12.21,18,85680.5,1649317.2,0.0,Closed,0
LOAN001745,CUST01745,39,Salaried,55740,Kano,458,Education,1668095,21.49,36,56293.57,788393.02,879701.98,Active,10
LOAN001746,CUST01746,45,Salaried,1163313,Lagos,624,Emergency,1158837,24.87,36,40195.55,755439.82,403397.18000000005,Defaulted,115
LOAN001747,CUST01747,19,Salaried,1289364,Ibadan,585,Personal,1179929,24.94,24,61425.14,1060590.69,119338.31000000006,Active,20
LOAN001748,CUST01748,55,Self-employed,1045135,Abuja,850,Emergency,925026,23.58,36,31754.09,835714.62,89311.38,Active,20
LOAN001749,CUST01749,43,Salaried,605117,Port Harcourt,644,Personal,1417457,22.04,12,144155.38,1409874.04,7582.959999999963,Active,20
LOAN001750,CUST01750,45,Salaried,1163048,Lagos,607,Personal,515150,24.04,24,26624.67,358057.51,157092.49,Active,0
LOAN001751,CUST01751,19,Salaried,623853,Kano,574,Education,1936375,15.93,24,93534.98,2138130.31,0.0,Closed,0
LOAN001752,CUST01752,25,Self-employed,1308804,Abuja,656,Emergency,1091520,24.78,12,113499.89,833448.45,258071.55000000005,Active,20
LOAN001753,CUST01753,23,Self-employed,1225987,Port Harcourt,485,Business,421692,15.9,12,40728.42,252789.49,168902.51,Active,30
LOAN001754,CUST01754,60,Salaried,1056348,Port Harcourt,642,Emergency,322372,23.62,18,22139.79,273014.38,49357.619999999995,Active,20
LOAN001755,CUST01755,37,Unemployed,389448,Kano,585,Personal,478014,19.58,18,31756.06,430247.08,47766.919999999984,Active,20
LOAN001756,CUST01756,33,Unemployed,209857,Lagos,544,Education,1881277,7.43,6,336842.65,2099968.66,0.0,Closed,0
LOAN001757,CUST01757,52,Salaried,425328,Ibadan,440,Personal,996427,11.75,36,30930.75,1195712.4,0.0,Closed,0
LOAN001758,CUST01758,29,Self-employed,1059237,Ibadan,707,Business,633638,20.71,18,42492.47,557874.55,75763.44999999995,Delinquent,53
LOAN001759,CUST01759,23,Unemployed,1193586,Lagos,700,Business,1571096,5.36,36,45980.74,803353.04,767742.96,Delinquent,81
LOAN001760,CUST01760,30,Salaried,355791,Ibadan,383,Education,1144895,21.3,36,38576.6,1298145.61,0.0,Closed,0
LOAN001761,CUST01761,31,Salaried,112472,Abuja,350,Business,866375,20.85,24,43625.59,780450.91,85924.08999999997,Active,30
LOAN001762,CUST01762,60,Self-employed,1352488,Ibadan,845,Emergency,1672070,16.73,6,325301.22,769654.76,902415.24,Defaulted,119
LOAN001763,CUST01763,18,Salaried,862175,Kano,509,Education,823578,8.98,6,149589.22,473940.63,349637.37,Active,10
LOAN001764,CUST01764,38,Unemployed,85906,Ibadan,850,Personal,831267,17.97,24,40860.24,574088.52,257178.47999999998,Delinquent,31
LOAN001765,CUST01765,49,Self-employed,331185,Kano,523,Education,1297068,15.41,6,249491.03,260056.07,1037011.9299999999,Active,30
LOAN001766,CUST01766,33,Self-employed,301140,Port Harcourt,850,Emergency,118115,20.72,18,7921.58,141646.99,0.0,Closed,0
LOAN001767,CUST01767,62,Salaried,665412,Port Harcourt,501,Emergency,273502,6.1,18,16121.42,196639.91,76862.09,Active,10
LOAN001768,CUST01768,51,Salaried,370941,Port Harcourt,841,Personal,1832027,13.24,6,345764.56,2198432.4,0.0,Closed,0
LOAN001769,CUST01769,29,Salaried,1094983,Lagos,552,Business,678768,13.14,6,127993.02,647330.25,31437.75,Defaulted,131
LOAN001770,CUST01770,39,Self-employed,1150909,Port Harcourt,630,Personal,1835871,7.0,6,327397.0,1349899.79,485971.20999999996,Active,20
LOAN001771,CUST01771,53,Salaried,432979,Kano,824,Personal,1271021,21.01,12,128171.88,1079421.44,191599.56000000006,Active,20
LOAN001772,CUST01772,53,Unemployed,1201203,Port Harcourt,520,Personal,1875152,18.81,18,123770.45,1901076.19,0.0,Closed,0
LOAN001773,CUST01773,23,Self-employed,896514,Port Harcourt,687,Education,135432,11.24,24,6277.27,157500.5,0.0,Closed,0
LOAN001774,CUST01774,20,Salaried,159164,Ibadan,825,Education,247792,23.98,36,8533.68,236918.82,10873.179999999993,Active,30
LOAN001775,CUST01775,23,Salaried,901419,Port Harcourt,645,Business,604240,8.18,36,18157.41,251681.63,352558.37,Delinquent,46
LOAN001776,CUST01776,48,Self-employed,438244,Abuja,461,Business,1243311,19.01,6,246610.74,734254.26,509056.74,Active,0
LOAN001777,CUST01777,18,Self-employed,405193,Kano,850,Education,1774227,22.28,36,60264.58,1515212.91,259014.09000000008,Active,30
LOAN001778,CUST01778,45,Self-employed,1259408,Abuja,646,Emergency,1677940,21.84,24,85183.42,332192.98,1345747.02,Active,0
LOAN001779,CUST01779,55,Self-employed,453642,Port Harcourt,664,Education,663849,11.89,24,30949.19,625453.89,38395.109999999986,Defaulted,142
LOAN001780,CUST01780,18,Self-employed,572255,Lagos,494,Emergency,1915558,7.49,24,85793.05,1371657.5,543900.5,Active,30
LOAN001781,CUST01781,60,Salaried,1288866,Abuja,559,Business,580445,18.83,36,19159.52,475869.72,104575.28000000003,Active,0
LOAN001782,CUST01782,31,Salaried,134318,Port Harcourt,793,Personal,574279,19.9,6,114760.09,53421.44,520857.56,Active,10
LOAN001783,CUST01783,44,Salaried,1254970,Lagos,656,Education,490831,19.34,6,97626.29,509244.89,0.0,Closed,0
LOAN001784,CUST01784,44,Salaried,482712,Ibadan,778,Education,358255,19.49,6,71346.48,293311.4,64943.59999999998,Delinquent,51
LOAN001785,CUST01785,60,Self-employed,979901,Abuja,758,Emergency,1848845,17.7,12,181340.88,1511064.53,337780.47,Active,10
LOAN001786,CUST01786,21,Unemployed,1075325,Lagos,807,Emergency,967400,5.98,6,170875.09,639214.72,328185.28,Active,10
LOAN001787,CUST01787,29,Salaried,1149499,Ibadan,673,Personal,916971,7.21,18,54615.81,775973.61,140997.39,Active,20
LOAN001788,CUST01788,46,Self-employed,1042443,Abuja,684,Education,1160635,6.31,24,51411.29,428253.04,732381.96,Active,10
